instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kaggle_fold,high_card,cnt_REGR,cnt_CLASS,cnt_MULTICLASS
3064,2011-05-12,2_spring,2011,05,13,0,4_Thu,Yes,2_misty,21.14,24.999200000000002,0.57,19.999499999999998,48,170,218,train,0.57,5.389071729816501,0_low,0_low
3065,2011-05-12,2_spring,2011,05,14,0,4_Thu,Yes,2_misty,21.14,24.0026,0.61,15.001299999999999,43,148,191,train,0.61,5.2574953720277815,0_low,0_low
3066,2011-05-12,2_spring,2011,05,15,0,4_Thu,Yes,2_misty,22.080000000000002,24.999200000000002,0.53,16.997899999999998,54,163,217,train,0.53,5.384495062789089,0_low,0_low
3067,2011-05-12,2_spring,2011,05,16,0,4_Thu,Yes,2_misty,22.080000000000002,24.999200000000002,0.57,16.997899999999998,50,238,288,train,0.57,5.666426688112432,0_low,0_low
3068,2011-05-12,2_spring,2011,05,17,0,4_Thu,Yes,2_misty,22.080000000000002,24.999200000000002,0.57,12.998000000000001,54,540,594,train,0.57,6.38856140554563,1_high,2_very_high
3069,2011-05-12,2_spring,2011,05,18,0,4_Thu,Yes,1_clear,21.14,24.0026,0.69,15.001299999999999,64,463,527,train,0.69,6.269096283706261,1_high,1_high
3070,2011-05-12,2_spring,2011,05,19,0,4_Thu,Yes,2_misty,20.2,24.0026,0.64,12.998000000000001,59,305,364,train,0.64,5.8998973535824915,1_high,1_high
3071,2011-05-12,2_spring,2011,05,20,0,4_Thu,Yes,1_clear,20.2,24.0026,0.64,12.998000000000001,56,220,276,train,0.64,5.6240175061873385,0_low,0_low
3072,2011-05-12,2_spring,2011,05,21,NA,4_Thu,Yes,1_clear,18.320000000000004,18.9998,0.83,8.9981,31,192,223,train,0.83,5.4116460518550396,0_low,0_low
3073,2011-05-12,2_spring,2011,05,22,0,4_Thu,Yes,1_clear,17.380000000000003,18.0032,0.83,12.998000000000001,25,147,172,train,0.83,5.153291594497779,0_low,0_low
3074,2011-05-12,2_spring,2011,05,23,0,4_Thu,Yes,2_misty,17.380000000000003,18.0032,0.77,12.998000000000001,16,87,103,train,0.77,4.6443908991413725,0_low,0_low
3075,2011-05-13,2_spring,2011,05,00,0,5_Fri,Yes,2_misty,16.44,17,0.83,11.0014,6,46,52,train,0.83,3.970291913552122,0_low,0_low
3076,2011-05-13,2_spring,2011,05,01,0,5_Fri,Yes,1_clear,16.44,17,0.83,11.0014,5,15,20,train,0.83,3.044522437723423,0_low,0_low
3077,2011-05-13,2_spring,2011,05,02,0,5_Fri,Yes,2_misty,15.5,15.9968,0.88,8.9981,3,8,11,train,0.88,2.4849066497880004,0_low,0_low
3078,2011-05-13,2_spring,2011,05,03,0,5_Fri,Yes,2_misty,15.5,15.9968,0.88,8.9981,2,2,4,train,0.88,1.6094379124341003,0_low,0_low
3079,2011-05-13,2_spring,2011,05,04,0,5_Fri,Yes,3_light rain,15.5,15.9968,0.88,11.0014,2,3,5,train,0.88,1.791759469228055,0_low,0_low
3080,2011-05-13,2_spring,2011,05,05,0,5_Fri,Yes,2_misty,15.5,15.9968,0.88,12.998000000000001,1,24,25,train,0.88,3.258096538021482,0_low,0_low
3081,2011-05-13,2_spring,2011,05,06,NA,5_Fri,Yes,3_light rain,15.5,15.9968,0.88,8.9981,6,76,82,train,0.88,4.418840607796598,0_low,0_low
3082,2011-05-13,2_spring,2011,05,07,0,5_Fri,Yes,3_light rain,15.5,15.9968,0.88,11.0014,16,141,157,train,0.88,5.062595033026967,0_low,0_low
3083,2011-05-13,2_spring,2011,05,08,0,5_Fri,Yes,2_misty,15.5,15.9968,0.88,12.998000000000001,26,361,387,train,0.88,5.961005339623274,1_high,1_high
3084,2011-05-13,2_spring,2011,05,09,0,5_Fri,Yes,2_misty,15.5,15.9968,0.88,12.998000000000001,18,215,233,train,0.88,5.455321115357702,0_low,0_low
3085,2011-05-13,2_spring,2011,05,10,0,5_Fri,Yes,2_misty,16.44,17,0.83,8.9981,31,99,130,train,0.83,4.875197323201151,0_low,0_low
3086,2011-05-13,2_spring,2011,05,11,0,5_Fri,Yes,2_misty,16.44,17,0.83,11.0014,56,90,146,train,0.83,4.990432586778736,0_low,0_low
3087,2011-05-13,2_spring,2011,05,12,NA,5_Fri,Yes,2_misty,16.44,17,0.88,12.998000000000001,53,170,223,train,0.88,5.4116460518550396,0_low,0_low
3088,2011-05-13,2_spring,2011,05,13,0,5_Fri,Yes,2_misty,16.44,17,0.88,26.0027,69,157,226,train,0.88,5.424950017481403,0_low,0_low
3089,2011-05-13,2_spring,2011,05,14,0,5_Fri,Yes,2_misty,16.44,17,0.87,19.0012,70,120,190,train,0.87,5.25227342804663,0_low,0_low
3090,2011-05-13,2_spring,2011,05,15,0,5_Fri,Yes,2_misty,16.44,17,0.88,11.0014,56,142,198,train,0.88,5.293304824724492,0_low,0_low
3091,2011-05-13,2_spring,2011,05,16,0,5_Fri,Yes,2_misty,16.44,17,0.88,8.9981,44,256,300,train,0.88,5.707110264748875,0_low,0_low
3092,2011-05-13,2_spring,2011,05,17,0,5_Fri,Yes,3_light rain,16.44,17,0.88,11.0014,62,429,491,train,0.88,6.198478716492308,1_high,1_high
3093,2011-05-13,2_spring,2011,05,18,0,5_Fri,Yes,3_light rain,16.44,17,0.88,11.0014,39,359,398,train,0.88,5.988961416889864,1_high,1_high
3094,2011-05-13,2_spring,2011,05,19,0,5_Fri,Yes,2_misty,16.44,17,0.83,12.998000000000001,25,245,270,train,0.83,5.602118820879701,0_low,0_low
3095,2011-05-13,2_spring,2011,05,20,0,5_Fri,Yes,2_misty,16.44,17,0.83,8.9981,22,130,152,train,0.83,5.030437921392435,0_low,0_low
3096,2011-05-13,2_spring,2011,05,21,0,5_Fri,Yes,2_misty,16.44,17,0.84,11.0014,24,130,154,train,0.84,5.043425116919247,0_low,0_low
3097,2011-05-13,2_spring,2011,05,22,0,5_Fri,Yes,2_misty,16.44,17,0.83,15.001299999999999,25,107,132,train,0.83,4.890349128221754,0_low,0_low
3098,2011-05-13,2_spring,2011,05,23,0,5_Fri,Yes,3_light rain,15.5,15.9968,0.88,11.0014,31,88,119,train,0.88,4.787491742782046,0_low,0_low
3099,2011-05-14,2_spring,2011,05,00,0,6_Sat,No,2_misty,15.5,15.9968,0.88,8.9981,24,78,102,train,0.88,4.634728988229636,0_low,0_low
3100,2011-05-14,2_spring,2011,05,01,0,6_Sat,No,2_misty,15.5,15.9968,0.88,8.9981,18,64,82,train,0.88,4.418840607796598,0_low,0_low
3101,2011-05-14,2_spring,2011,05,02,NA,6_Sat,No,2_misty,15.5,15.9968,0.88,8.9981,15,37,52,train,0.88,3.970291913552122,0_low,0_low
3102,2011-05-14,2_spring,2011,05,03,0,6_Sat,No,2_misty,15.5,15.9968,0.88,8.9981,5,30,35,train,0.88,3.58351893845611,0_low,0_low
3103,2011-05-14,2_spring,2011,05,04,0,6_Sat,No,2_misty,15.5,15.9968,0.82,11.0014,1,4,5,train,0.82,1.791759469228055,0_low,0_low
3104,2011-05-14,2_spring,2011,05,05,0,6_Sat,No,2_misty,15.5,15.9968,0.82,7.0015,7,7,14,train,0.82,2.70805020110221,0_low,0_low
3105,2011-05-14,2_spring,2011,05,06,0,6_Sat,No,2_misty,15.5,15.9968,0.88,7.0015,2,9,11,train,0.88,2.4849066497880004,0_low,0_low
3106,2011-05-14,2_spring,2011,05,07,0,6_Sat,No,3_light rain,14.559999999999999,15.0002,1,NA,4,28,32,train,1,3.4965075614664802,0_low,0_low
3107,2011-05-14,2_spring,2011,05,08,0,6_Sat,No,3_light rain,15.5,15.9968,0.94,NA,16,72,88,train,0.94,4.48863636973214,0_low,0_low
3108,2011-05-14,2_spring,2011,05,09,0,6_Sat,No,2_misty,16.44,17,0.94,6.0032,14,86,100,train,0.94,4.61512051684126,0_low,0_low
3109,2011-05-14,2_spring,2011,05,10,0,6_Sat,No,2_misty,16.44,17,0.94,11.0014,34,133,167,train,0.94,5.123963979403259,0_low,0_low
3110,2011-05-14,2_spring,2011,05,11,0,6_Sat,No,2_misty,16.44,17,0.94,8.9981,72,207,279,train,0.94,5.634789603169249,0_low,0_low
3111,2011-05-14,2_spring,2011,05,12,0,6_Sat,No,3_light rain,16.44,17,1,6.0032,75,204,279,train,1,5.634789603169249,0_low,0_low
3112,2011-05-14,2_spring,2011,05,13,0,6_Sat,No,3_light rain,16.44,17,1,6.0032,68,180,248,train,1,5.517452896464707,0_low,0_low
3113,2011-05-14,2_spring,2011,05,14,0,6_Sat,No,2_misty,17.380000000000003,18.0032,0.94,8.9981,57,159,216,train,0.94,5.37989735354046,0_low,0_low
3114,2011-05-14,2_spring,2011,05,15,0,6_Sat,No,2_misty,17.380000000000003,18.0032,0.94,11.0014,73,221,294,train,0.94,5.68697535633982,0_low,0_low
3115,2011-05-14,2_spring,2011,05,16,NA,6_Sat,No,2_misty,17.380000000000003,18.0032,0.94,12.998000000000001,107,188,295,train,0.94,5.69035945432406,0_low,0_low
3116,2011-05-14,2_spring,2011,05,17,NA,6_Sat,No,2_misty,18.320000000000004,18.9998,0.88,12.998000000000001,78,194,272,train,0.88,5.60947179518496,0_low,0_low
3117,2011-05-14,2_spring,2011,05,18,0,6_Sat,No,2_misty,18.320000000000004,18.9998,0.88,15.001299999999999,88,216,304,train,0.88,5.720311776607412,0_low,0_low
3118,2011-05-14,2_spring,2011,05,19,NA,6_Sat,No,3_light rain,17.380000000000003,18.0032,0.94,8.9981,69,179,248,train,0.94,5.517452896464707,0_low,0_low
3119,2011-05-14,2_spring,2011,05,20,NA,6_Sat,No,3_light rain,17.380000000000003,18.0032,0.94,8.9981,42,115,157,train,0.94,5.062595033026967,0_low,0_low
3120,2011-05-14,2_spring,2011,05,21,0,6_Sat,No,3_light rain,17.380000000000003,18.0032,0.94,15.001299999999999,15,44,59,train,0.94,4.0943445622221,0_low,0_low
3121,2011-05-14,2_spring,2011,05,22,0,6_Sat,No,3_light rain,17.380000000000003,18.0032,0.94,11.0014,7,19,26,train,0.94,3.295836866004329,0_low,0_low
3122,2011-05-14,2_spring,2011,05,23,NA,6_Sat,No,3_light rain,16.44,17,1,12.998000000000001,11,33,44,train,1,3.8066624897703196,0_low,0_low
3123,2011-05-15,2_spring,2011,05,00,0,0_Sun,No,2_misty,16.44,17,1,NA,5,34,39,train,1,3.6888794541139363,0_low,0_low
3124,2011-05-15,2_spring,2011,05,01,0,0_Sun,No,2_misty,16.44,17,1,7.0015,4,43,47,train,1,3.871201010907891,0_low,0_low
3125,2011-05-15,2_spring,2011,05,02,0,0_Sun,No,2_misty,16.44,17,1,8.9981,13,37,50,train,1,3.9318256327243257,0_low,0_low
3126,2011-05-15,2_spring,2011,05,03,NA,0_Sun,No,2_misty,16.44,17,1,NA,11,21,32,train,1,3.4965075614664802,0_low,0_low
3127,2011-05-15,2_spring,2011,05,04,0,0_Sun,No,2_misty,16.44,17,1,NA,5,8,13,train,1,2.6390573296152584,0_low,0_low
3128,2011-05-15,2_spring,2011,05,05,0,0_Sun,No,3_light rain,16.44,17,1,7.0015,3,11,14,train,1,2.70805020110221,0_low,0_low
3129,2011-05-15,2_spring,2011,05,06,0,0_Sun,No,2_misty,16.44,17,1,8.9981,3,14,17,train,1,2.8903717578961645,0_low,0_low
3130,2011-05-15,2_spring,2011,05,07,0,0_Sun,No,2_misty,16.44,17,1,8.9981,4,38,42,train,1,3.7612001156935624,0_low,0_low
3131,2011-05-15,2_spring,2011,05,08,0,0_Sun,No,2_misty,17.380000000000003,18.0032,0.94,8.9981,24,46,70,train,0.94,4.2626798770413155,0_low,0_low
3132,2011-05-15,2_spring,2011,05,09,0,0_Sun,No,1_clear,19.259999999999998,20.003,0.83,16.997899999999998,36,98,134,train,0.83,4.90527477843843,0_low,0_low
3133,2011-05-15,2_spring,2011,05,10,0,0_Sun,No,1_clear,19.259999999999998,20.003,0.83,15.001299999999999,73,153,226,train,0.83,5.424950017481403,0_low,0_low
3134,2011-05-15,2_spring,2011,05,11,0,0_Sun,No,1_clear,20.2,22.0028,0.78,15.001299999999999,120,202,322,train,0.78,5.777652323222656,1_high,1_high
3135,2011-05-15,2_spring,2011,05,12,NA,0_Sun,No,1_clear,21.14,22.9994,0.73,19.999499999999998,120,247,367,train,0.73,5.908082938168931,1_high,1_high
3136,2011-05-15,2_spring,2011,05,13,0,0_Sun,No,1_clear,21.14,22.9994,0.73,19.0012,195,261,456,train,0.73,6.124683390894205,1_high,1_high
3137,2011-05-15,2_spring,2011,05,14,0,0_Sun,No,1_clear,22.080000000000002,24.0026,0.73,12.998000000000001,183,254,437,train,0.73,6.082218910376446,1_high,1_high
3138,2011-05-15,2_spring,2011,05,15,NA,0_Sun,No,1_clear,23.020000000000003,24.999200000000002,0.69,16.997899999999998,206,253,459,train,0.69,6.131226489483141,1_high,1_high
3139,2011-05-15,2_spring,2011,05,16,0,0_Sun,No,1_clear,22.080000000000002,24.0026,0.69,16.997899999999998,158,282,440,train,0.69,6.089044875446846,1_high,1_high
3140,2011-05-15,2_spring,2011,05,17,0,0_Sun,No,3_light rain,18.320000000000004,18.9998,0.78,23.9994,137,255,392,train,0.78,5.973809611869261,1_high,1_high
3141,2011-05-15,2_spring,2011,05,18,0,0_Sun,No,1_clear,18.320000000000004,18.9998,0.78,16.997899999999998,60,177,237,train,0.78,5.472270673671475,0_low,0_low
3142,2011-05-15,2_spring,2011,05,19,0,0_Sun,No,1_clear,18.320000000000004,18.9998,0.83,7.0015,78,153,231,train,0.83,5.44673737166631,0_low,0_low
3143,2011-05-15,2_spring,2011,05,20,0,0_Sun,No,1_clear,17.380000000000003,18.0032,0.88,NA,53,138,191,train,0.88,5.2574953720277815,0_low,0_low
3144,2011-05-15,2_spring,2011,05,21,0,0_Sun,No,1_clear,17.380000000000003,18.0032,0.88,NA,44,107,151,train,0.88,5.0238805208462765,0_low,0_low
3145,2011-05-15,2_spring,2011,05,22,0,0_Sun,No,1_clear,18.320000000000004,18.9998,0.83,NA,29,88,117,train,0.83,4.770684624465665,0_low,0_low
3146,2011-05-15,2_spring,2011,05,23,0,0_Sun,No,1_clear,17.380000000000003,18.0032,0.88,15.001299999999999,18,51,69,train,0.88,4.248495242049359,0_low,0_low
3147,2011-05-16,2_spring,2011,05,00,0,1_Mon,Yes,1_clear,16.44,17,0.94,7.0015,17,21,38,train,0.94,3.6635616461296463,0_low,0_low
3148,2011-05-16,2_spring,2011,05,01,0,1_Mon,Yes,1_clear,16.44,17,0.94,8.9981,6,8,14,train,0.94,2.70805020110221,0_low,0_low
3149,2011-05-16,2_spring,2011,05,02,0,1_Mon,Yes,1_clear,15.5,15.9968,1,6.0032,4,9,13,train,1,2.6390573296152584,0_low,0_low
3150,2011-05-16,2_spring,2011,05,03,0,1_Mon,Yes,1_clear,15.5,15.9968,0.94,11.0014,1,3,4,train,0.94,1.6094379124341003,0_low,0_low
3151,2011-05-16,2_spring,2011,05,04,0,1_Mon,Yes,1_clear,15.5,15.9968,1,8.9981,1,5,6,train,1,1.9459101490553132,0_low,0_low
3152,2011-05-16,2_spring,2011,05,05,0,1_Mon,Yes,1_clear,15.5,15.9968,0.93,12.998000000000001,1,20,21,train,0.93,3.091042453358316,0_low,0_low
3153,2011-05-16,2_spring,2011,05,06,0,1_Mon,Yes,1_clear,16.44,17,0.88,11.0014,11,93,104,train,0.88,4.653960350157523,0_low,0_low
3154,2011-05-16,2_spring,2011,05,07,0,1_Mon,Yes,1_clear,16.44,17,0.83,19.0012,27,245,272,train,0.83,5.60947179518496,0_low,0_low
3155,2011-05-16,2_spring,2011,05,08,0,1_Mon,Yes,1_clear,18.320000000000004,18.9998,0.73,19.999499999999998,28,366,394,train,0.73,5.978885764901122,1_high,1_high
3156,2011-05-16,2_spring,2011,05,09,0,1_Mon,Yes,1_clear,20.2,22.9994,0.69,12.998000000000001,38,156,194,train,0.69,5.272999558563747,0_low,0_low
3157,2011-05-16,2_spring,2011,05,10,0,1_Mon,Yes,1_clear,21.14,24.0026,0.65,6.0032,37,75,112,train,0.65,4.727387818712341,0_low,0_low
3158,2011-05-16,2_spring,2011,05,11,0,1_Mon,Yes,1_clear,22.080000000000002,24.999200000000002,0.57,NA,56,129,185,train,0.57,5.225746673713202,0_low,0_low
3159,2011-05-16,2_spring,2011,05,12,0,1_Mon,Yes,1_clear,23.020000000000003,24.999200000000002,0.54,6.0032,72,137,209,train,0.54,5.3471075307174685,0_low,0_low
3160,2011-05-16,2_spring,2011,05,13,0,1_Mon,Yes,1_clear,23.96,26.002399999999994,0.51,NA,61,153,214,train,0.51,5.3706380281276624,0_low,0_low
3161,2011-05-16,2_spring,2011,05,14,0,1_Mon,Yes,1_clear,23.96,26.002399999999994,0.51,NA,76,117,193,train,0.51,5.267858159063328,0_low,0_low
3162,2011-05-16,2_spring,2011,05,15,0,1_Mon,Yes,1_clear,25.839999999999996,28.002199999999995,0.51,NA,55,110,165,train,0.51,5.111987788356544,0_low,0_low
3163,2011-05-16,2_spring,2011,05,16,NA,1_Mon,Yes,3_light rain,20.2,22.0028,0.78,16.997899999999998,45,181,226,train,0.78,5.424950017481403,0_low,0_low
3164,2011-05-16,2_spring,2011,05,17,NA,1_Mon,Yes,1_clear,19.259999999999998,20.003,0.88,15.001299999999999,47,227,274,train,0.88,5.616771097666572,0_low,0_low
3165,2011-05-16,2_spring,2011,05,18,0,1_Mon,Yes,3_light rain,19.259999999999998,20.003,0.83,12.998000000000001,55,398,453,train,0.83,6.118097198041348,1_high,1_high
3166,2011-05-16,2_spring,2011,05,19,NA,1_Mon,Yes,1_clear,19.259999999999998,20.003,0.83,16.997899999999998,36,272,308,train,0.83,5.733341276897746,0_low,0_low
3167,2011-05-16,2_spring,2011,05,20,0,1_Mon,Yes,1_clear,19.259999999999998,20.003,0.83,NA,31,167,198,train,0.83,5.293304824724492,0_low,0_low
3168,2011-05-16,2_spring,2011,05,21,0,1_Mon,Yes,1_clear,19.259999999999998,20.003,0.83,NA,28,149,177,train,0.83,5.181783550292085,0_low,0_low
3169,2011-05-16,2_spring,2011,05,22,0,1_Mon,Yes,1_clear,18.320000000000004,18.9998,0.88,6.0032,22,105,127,train,0.88,4.852030263919617,0_low,0_low
3170,2011-05-16,2_spring,2011,05,23,0,1_Mon,Yes,1_clear,18.320000000000004,18.9998,0.88,6.0032,18,39,57,train,0.88,4.060443010546419,0_low,0_low
3171,2011-05-17,2_spring,2011,05,00,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.88,NA,13,18,31,train,0.88,3.4657359027997265,0_low,0_low
3172,2011-05-17,2_spring,2011,05,01,NA,2_Tue,Yes,3_light rain,18.320000000000004,18.9998,0.88,NA,7,6,13,train,0.88,2.6390573296152584,0_low,0_low
3173,2011-05-17,2_spring,2011,05,02,0,2_Tue,Yes,3_light rain,18.320000000000004,18.9998,0.88,NA,4,4,8,train,0.88,2.1972245773362196,0_low,0_low
3174,2011-05-17,2_spring,2011,05,03,0,2_Tue,Yes,3_light rain,17.380000000000003,18.0032,0.94,16.997899999999998,1,3,4,train,0.94,1.6094379124341003,0_low,0_low
3175,2011-05-17,2_spring,2011,05,04,0,2_Tue,Yes,3_light rain,17.380000000000003,18.0032,0.94,16.997899999999998,2,2,4,train,0.94,1.6094379124341003,0_low,0_low
3176,2011-05-17,2_spring,2011,05,05,0,2_Tue,Yes,3_light rain,16.44,17,0.94,16.997899999999998,0,22,22,train,0.94,3.1354942159291497,0_low,0_low
3177,2011-05-17,2_spring,2011,05,06,0,2_Tue,Yes,3_light rain,16.44,17,0.94,16.997899999999998,0,49,49,train,0.94,3.912023005428146,0_low,0_low
3178,2011-05-17,2_spring,2011,05,07,0,2_Tue,Yes,2_misty,16.44,17,0.94,16.997899999999998,13,138,151,train,0.94,5.0238805208462765,0_low,0_low
3179,2011-05-17,2_spring,2011,05,08,0,2_Tue,Yes,2_misty,16.44,17,0.94,19.999499999999998,22,325,347,train,0.94,5.8522024797744745,1_high,1_high
3180,2011-05-17,2_spring,2011,05,09,NA,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,16.997899999999998,17,190,207,train,0.88,5.337538079701318,0_low,0_low
3181,2011-05-17,2_spring,2011,05,10,NA,2_Tue,Yes,3_light rain,17.380000000000003,18.0032,0.88,16.997899999999998,31,73,104,train,0.88,4.653960350157523,0_low,0_low
3182,2011-05-17,2_spring,2011,05,11,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.83,27.999299999999998,26,104,130,train,0.83,4.875197323201151,0_low,0_low
3183,2011-05-17,2_spring,2011,05,12,0,2_Tue,Yes,3_light rain,18.320000000000004,18.9998,0.83,27.999299999999998,38,115,153,train,0.83,5.0369526024136295,0_low,0_low
3184,2011-05-17,2_spring,2011,05,13,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.88,22.0028,31,141,172,train,0.88,5.153291594497779,0_low,0_low
3185,2011-05-17,2_spring,2011,05,14,0,2_Tue,Yes,1_clear,21.14,22.9994,0.73,31.0009,61,123,184,train,0.73,5.220355825078324,0_low,0_low
3186,2011-05-17,2_spring,2011,05,15,NA,2_Tue,Yes,1_clear,21.14,24.0026,0.69,30.002599999999997,79,131,210,train,0.69,5.351858133476067,0_low,0_low
3187,2011-05-17,2_spring,2011,05,16,0,2_Tue,Yes,1_clear,21.14,24.0026,0.61,22.0028,73,217,290,train,0.61,5.673323267171493,0_low,0_low
3188,2011-05-17,2_spring,2011,05,17,0,2_Tue,Yes,1_clear,21.14,24.0026,0.65,27.999299999999998,83,521,604,train,0.65,6.405228458030842,1_high,2_very_high
3189,2011-05-17,2_spring,2011,05,18,0,2_Tue,Yes,1_clear,20.2,22.9994,0.69,19.999499999999998,54,426,480,train,0.69,6.175867270105761,1_high,1_high
3190,2011-05-17,2_spring,2011,05,19,0,2_Tue,Yes,1_clear,20.2,22.9994,0.69,16.997899999999998,51,298,349,train,0.69,5.857933154483459,1_high,1_high
3191,2011-05-17,2_spring,2011,05,20,0,2_Tue,Yes,1_clear,19.259999999999998,20.003,0.83,27.999299999999998,30,253,283,train,0.83,5.648974238161206,0_low,0_low
3192,2011-05-17,2_spring,2011,05,21,0,2_Tue,Yes,1_clear,17.380000000000003,18.0032,0.88,16.997899999999998,23,151,174,train,0.88,5.1647859739235145,0_low,0_low
3193,2011-05-17,2_spring,2011,05,22,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,19.0012,12,86,98,train,0.88,4.59511985013459,0_low,0_low
3194,2011-05-17,2_spring,2011,05,23,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,16.997899999999998,7,49,56,train,0.88,4.04305126783455,0_low,0_low
3195,2011-05-18,2_spring,2011,05,00,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,0.88,15.001299999999999,8,15,23,train,0.88,3.1780538303479458,0_low,0_low
3196,2011-05-18,2_spring,2011,05,01,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,0.88,16.997899999999998,3,9,12,train,0.88,2.5649493574615367,0_low,0_low
3197,2011-05-18,2_spring,2011,05,02,0,3_Wed,Yes,3_light rain,16.44,17,0.94,15.001299999999999,1,5,6,train,0.94,1.9459101490553132,0_low,0_low
3198,2011-05-18,2_spring,2011,05,03,0,3_Wed,Yes,3_light rain,16.44,17,0.94,19.999499999999998,6,3,9,train,0.94,2.302585092994046,0_low,0_low
3199,2011-05-18,2_spring,2011,05,04,NA,3_Wed,Yes,3_light rain,16.44,17,0.94,19.999499999999998,1,2,3,train,0.94,1.3862943611198906,0_low,0_low
3200,2011-05-18,2_spring,2011,05,05,0,3_Wed,Yes,1_clear,16.44,17,1,15.001299999999999,0,9,9,train,1,2.302585092994046,0_low,0_low
3201,2011-05-18,2_spring,2011,05,06,0,3_Wed,Yes,1_clear,16.44,17,1,8.9981,2,99,101,train,1,4.624972813284271,0_low,0_low
3202,2011-05-18,2_spring,2011,05,07,NA,3_Wed,Yes,1_clear,17.380000000000003,18.0032,0.88,12.998000000000001,14,260,274,train,0.88,5.616771097666572,0_low,0_low
3203,2011-05-18,2_spring,2011,05,08,0,3_Wed,Yes,1_clear,18.320000000000004,18.9998,0.88,19.0012,25,428,453,train,0.88,6.118097198041348,1_high,1_high
3204,2011-05-18,2_spring,2011,05,09,0,3_Wed,Yes,3_light rain,18.320000000000004,18.9998,0.83,16.997899999999998,26,176,202,train,0.83,5.313205979041787,0_low,0_low
3205,2011-05-18,2_spring,2011,05,10,0,3_Wed,Yes,3_light rain,17.380000000000003,18.0032,0.88,19.0012,33,73,106,train,0.88,4.672828834461906,0_low,0_low
3206,2011-05-18,2_spring,2011,05,11,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,0.94,6.0032,6,17,23,train,0.94,3.1780538303479458,0_low,0_low
3207,2011-05-18,2_spring,2011,05,12,0,3_Wed,Yes,1_clear,18.320000000000004,18.9998,0.94,19.999499999999998,12,42,54,train,0.94,4.007333185232471,0_low,0_low
3208,2011-05-18,2_spring,2011,05,13,0,3_Wed,Yes,2_misty,18.320000000000004,18.9998,0.83,22.0028,30,92,122,train,0.83,4.812184355372417,0_low,0_low
3209,2011-05-18,2_spring,2011,05,14,0,3_Wed,Yes,2_misty,19.259999999999998,20.003,0.78,19.0012,44,94,138,train,0.78,4.9344739331306915,0_low,0_low
3210,2011-05-18,2_spring,2011,05,15,0,3_Wed,Yes,1_clear,20.2,22.0028,0.78,16.997899999999998,34,133,167,train,0.78,5.123963979403259,0_low,0_low
3211,2011-05-18,2_spring,2011,05,16,0,3_Wed,Yes,1_clear,20.2,22.9994,0.73,12.998000000000001,53,241,294,train,0.73,5.68697535633982,0_low,0_low
3212,2011-05-18,2_spring,2011,05,17,0,3_Wed,Yes,1_clear,20.2,22.9994,0.69,8.9981,78,487,565,train,0.69,6.338594078203183,1_high,2_very_high
3213,2011-05-18,2_spring,2011,05,18,0,3_Wed,Yes,1_clear,20.2,22.9994,0.73,15.001299999999999,58,431,489,train,0.73,6.194405391104672,1_high,1_high
3214,2011-05-18,2_spring,2011,05,19,0,3_Wed,Yes,3_light rain,18.320000000000004,18.9998,0.88,8.9981,43,288,331,train,0.88,5.805134968916488,1_high,1_high
3215,2011-05-18,2_spring,2011,05,20,NA,3_Wed,Yes,3_light rain,18.320000000000004,18.9998,0.88,8.9981,24,189,213,train,0.88,5.365976015021851,0_low,0_low
3216,2011-05-18,2_spring,2011,05,21,0,3_Wed,Yes,1_clear,16.44,17,0.88,NA,11,74,85,train,0.88,4.454347296253507,0_low,0_low
3217,2011-05-18,2_spring,2011,05,22,0,3_Wed,Yes,1_clear,16.44,17,0.83,NA,14,103,117,train,0.83,4.770684624465665,0_low,0_low
3218,2011-05-18,2_spring,2011,05,23,0,3_Wed,Yes,1_clear,16.44,17,0.94,6.0032,10,49,59,train,0.94,4.0943445622221,0_low,0_low
3219,2011-05-19,2_spring,2011,05,00,0,4_Thu,Yes,1_clear,16.44,17,0.94,7.0015,6,23,29,train,0.94,3.4011973816621555,0_low,0_low
3220,2011-05-19,2_spring,2011,05,01,0,4_Thu,Yes,1_clear,15.5,15.9968,0.94,NA,2,4,6,train,0.94,1.9459101490553132,0_low,0_low
3221,2011-05-19,2_spring,2011,05,02,0,4_Thu,Yes,1_clear,15.5,15.9968,0.94,NA,3,12,15,train,0.94,2.772588722239781,0_low,0_low
3222,2011-05-19,2_spring,2011,05,03,0,4_Thu,Yes,1_clear,14.559999999999999,15.0002,1,NA,1,3,4,train,1,1.6094379124341003,0_low,0_low
3223,2011-05-19,2_spring,2011,05,04,0,4_Thu,Yes,1_clear,14.559999999999999,15.0002,0.94,NA,2,3,5,train,0.94,1.791759469228055,0_low,0_low
